Timestamp,id,lat,long,Name,CurrentEmploymentType,CurrentEmploymentTitle
458412,1,36.06591964,24.88261461,Alcazar_Lucas,Information Technology,IT Helpdesk
458433,1,36.065572951666674,24.883352055000003,Alcazar_Lucas,Information Technology,IT Helpdesk
458454,1,36.06557761214286,24.884386615,Alcazar_Lucas,Information Technology,IT Helpdesk
458472,1,36.06557224,24.885269671111107,Alcazar_Lucas,Information Technology,IT Helpdesk
458495,1,36.06500348875,24.885912365625003,Alcazar_Lucas,Information Technology,IT Helpdesk
458515,1,36.064026710625,24.885914800000002,Alcazar_Lucas,Information Technology,IT Helpdesk
460622,1,36.06357308,24.885930745,Alcazar_Lucas,Information Technology,IT Helpdesk
460635,1,36.06290605555555,24.885877033333333,Alcazar_Lucas,Information Technology,IT Helpdesk
460658,1,36.061869882222226,24.885589507777777,Alcazar_Lucas,Information Technology,IT Helpdesk
460679,1,36.06155983866667,24.88481227466666,Alcazar_Lucas,Information Technology,IT Helpdesk
460700,1,36.06127006529412,24.884039028823533,Alcazar_Lucas,Information Technology,IT Helpdesk
460719,1,36.060734068,24.883627056,Alcazar_Lucas,Information Technology,IT Helpdesk
460744,1,36.06048512833333,24.88255712333334,Alcazar_Lucas,Information Technology,IT Helpdesk
460763,1,36.05955124071428,24.88248593928572,Alcazar_Lucas,Information Technology,IT Helpdesk
460783,1,36.05855127,24.882483860588234,Alcazar_Lucas,Information Technology,IT Helpdesk
460805,1,36.05746042277778,24.882430283333335,Alcazar_Lucas,Information Technology,IT Helpdesk
460826,1,36.056431785,24.88248664777778,Alcazar_Lucas,Information Technology,IT Helpdesk
460847,1,36.05536824294117,24.882491534117648,Alcazar_Lucas,Information Technology,IT Helpdesk
460870,1,36.05425129941176,24.88248515764706,Alcazar_Lucas,Information Technology,IT Helpdesk
460888,1,36.053327392777774,24.882481873333333,Alcazar_Lucas,Information Technology,IT Helpdesk
460910,1,36.052794136875,24.881896758125002,Alcazar_Lucas,Information Technology,IT Helpdesk
460930,1,36.05241956470588,24.881120930588235,Alcazar_Lucas,Information Technology,IT Helpdesk
460953,1,36.05193335166666,24.880373466666665,Alcazar_Lucas,Information Technology,IT Helpdesk
460973,1,36.051683538499994,24.879627177,Alcazar_Lucas,Information Technology,IT Helpdesk
460994,1,36.05066726842105,24.879574575263156,Alcazar_Lucas,Information Technology,IT Helpdesk
461015,1,36.049647031052636,24.879575552105262,Alcazar_Lucas,Information Technology,IT Helpdesk
461036,1,36.04857774761905,24.87957127380952,Alcazar_Lucas,Information Technology,IT Helpdesk
461048,1,36.04802607,24.879573823333335,Alcazar_Lucas,Information Technology,IT Helpdesk
476225,1,36.04848572,24.8795703125,Alcazar_Lucas,Information Technology,IT Helpdesk
476240,1,36.04981814473684,24.879575047368423,Alcazar_Lucas,Information Technology,IT Helpdesk
476261,1,36.0510031725,24.878982008499996,Alcazar_Lucas,Information Technology,IT Helpdesk
476283,1,36.05107115058824,24.877131328823534,Alcazar_Lucas,Information Technology,IT Helpdesk
476302,1,36.05223365529412,24.87653740647059,Alcazar_Lucas,Information Technology,IT Helpdesk
476324,1,36.05406056277778,24.876231936666667,Alcazar_Lucas,Information Technology,IT Helpdesk
476345,1,36.05589926111111,24.876185103333334,Alcazar_Lucas,Information Technology,IT Helpdesk
476367,1,36.057841872307684,24.87619444615385,Alcazar_Lucas,Information Technology,IT Helpdesk
476387,1,36.059567689285714,24.876211545714284,Alcazar_Lucas,Information Technology,IT Helpdesk
476408,1,36.061362165000006,24.876263367142858,Alcazar_Lucas,Information Technology,IT Helpdesk
476429,1,36.06323649384615,24.876457351538463,Alcazar_Lucas,Information Technology,IT Helpdesk
476448,1,36.06484688,24.876420134999993,Alcazar_Lucas,Information Technology,IT Helpdesk
476470,1,36.066793888125,24.876375930625002,Alcazar_Lucas,Information Technology,IT Helpdesk
