Timestamp,Name,Location,Price
475200,Lais_Cornelia,Brew've Been Served,4.17
475200,Bramar_Mat,Brew've Been Served,9.6
475200,Arpa_Emile,Hallowed Grounds,16.53
475200,Awelon_Varro,Coffee Shack,11.51
475200,Pantanal_Rachel,Hallowed Grounds,12.93
475200,Mies Haber_Ruscella,Brew've Been Served,4.27
475200,Lagos_Linda,Brew've Been Served,11.2
475200,Coginian_Dante,Brew've Been Served,15.39
475200,Forluniau_Carla,Abila Zacharo,26.93
475200,Ribera_Anda,Hippokampos,34.03
475200,Mies Haber_Ruscella,Kalami Kafenion,8.64
475200,Lagos_Linda,Katerinas Café,33.54
475200,Pantanal_Rachel,Hippokampos,36.54
475200,Lais_Cornelia,Ouzeri Elian,20.74
475200,Awelon_Varro,Kalami Kafenion,13.08
475200,Coginian_Dante,Hippokampos,38.25
475200,Bramar_Mat,Hippokampos,30.88
475200,Arpa_Emile,Kalami Kafenion,27.4
475200,Lagos_Linda,Katerinas Café,38.65
475200,Arpa_Emile,Katerinas Café,26.46
475200,Coginian_Dante,Frydos Autosupply n' More,80.85
475200,Lais_Cornelia,Frydos Autosupply n' More,175.87
475200,Ribera_Anda,Katerinas Café,28.0
475200,Awelon_Varro,Hippokampos,24.41
475200,Mies Haber_Ruscella,Frydos Autosupply n' More,89.3
475200,Bramar_Mat,Katerinas Café,26.51
561600,Lais_Cornelia,Brew've Been Served,12.74
561600,Arpa_Emile,Hallowed Grounds,8.91
561600,Awelon_Varro,Coffee Shack,16.63
561600,Mies Haber_Ruscella,Brew've Been Served,4.39
561600,Bramar_Mat,Brew've Been Served,11.91
561600,Pantanal_Rachel,Hallowed Grounds,8.42
561600,Forluniau_Carla,Coffee Cameleon,12.44
561600,Coginian_Dante,Brew've Been Served,17.4
561600,Ribera_Anda,Hallowed Grounds,10.33
561600,Lagos_Linda,Brew've Been Served,15.66
561600,Mies Haber_Ruscella,Kalami Kafenion,11.64
561600,Bramar_Mat,Ouzeri Elian,28.37
561600,Lais_Cornelia,Ouzeri Elian,17.71
561600,Forluniau_Carla,Abila Zacharo,32.4
561600,Pantanal_Rachel,Gelatogalore,36.5
561600,Lagos_Linda,Ouzeri Elian,21.85
561600,Coginian_Dante,Katerinas Café,37.44
561600,Ribera_Anda,Gelatogalore,15.4
561600,Arpa_Emile,Hippokampos,37.57
561600,Awelon_Varro,Albert's Fine Clothing,78.91
561600,Lagos_Linda,Katerinas Café,31.6
561600,Coginian_Dante,Katerinas Café,25.02
561600,Lais_Cornelia,Guy's Gyros,23.12
561600,Ribera_Anda,Katerinas Café,25.54
561600,Pantanal_Rachel,Ouzeri Elian,20.53
648000,Arpa_Emile,Hallowed Grounds,5.85
648000,Bramar_Mat,Brew've Been Served,3.09
648000,Pantanal_Rachel,Hallowed Grounds,3.9
648000,Awelon_Varro,Coffee Shack,13.13
648000,Lais_Cornelia,Brew've Been Served,14.88
648000,Mies Haber_Ruscella,Brew've Been Served,8.4
648000,Coginian_Dante,Brew've Been Served,3.92
648000,Ribera_Anda,Hallowed Grounds,11.63
648000,Lagos_Linda,Brew've Been Served,11.48
648000,Forluniau_Carla,Coffee Cameleon,16.17
648000,Mies Haber_Ruscella,Abila Zacharo,22.13
648000,Lagos_Linda,Gelatogalore,32.79
648000,Ribera_Anda,Kalami Kafenion,18.18
648000,Coginian_Dante,Kalami Kafenion,22.49
648000,Lais_Cornelia,Ouzeri Elian,24.92
648000,Pantanal_Rachel,Abila Zacharo,28.25
648000,Forluniau_Carla,Gelatogalore,22.27
648000,Awelon_Varro,Kalami Kafenion,34.98
648000,Bramar_Mat,Gelatogalore,39.94
648000,Arpa_Emile,Kalami Kafenion,31.43
648000,Mies Haber_Ruscella,Katerinas Café,34.25
648000,Lagos_Linda,Katerinas Café,13.83
648000,Forluniau_Carla,Frydos Autosupply n' More,214.07
648000,Ribera_Anda,Frydos Autosupply n' More,268.89
648000,Awelon_Varro,Hippokampos,16.75
648000,Coginian_Dante,Katerinas Café,16.93
734400,Arpa_Emile,Hallowed Grounds,15.24
734400,Awelon_Varro,Coffee Shack,5.01
734400,Coginian_Dante,Brew've Been Served,18.25
734400,Ribera_Anda,Hallowed Grounds,16.72
734400,Forluniau_Carla,Coffee Cameleon,4.88
734400,Pantanal_Rachel,Hallowed Grounds,15.33
734400,Mies Haber_Ruscella,Gelatogalore,19.2
734400,Forluniau_Carla,Hippokampos,27.47
734400,Lagos_Linda,Gelatogalore,23.23
734400,Lais_Cornelia,Hippokampos,19.22
734400,Pantanal_Rachel,Gelatogalore,24.68
734400,Bramar_Mat,Kalami Kafenion,19.84
734400,Arpa_Emile,Kalami Kafenion,10.94
734400,Ribera_Anda,Kalami Kafenion,35.99
734400,Coginian_Dante,Guy's Gyros,27.69
734400,Awelon_Varro,Gelatogalore,36.75
734400,Arpa_Emile,Katerinas Café,35.92
734400,Bramar_Mat,Katerinas Café,26.6
734400,Ribera_Anda,Katerinas Café,30.97
734400,Coginian_Dante,Katerinas Café,29.82
734400,Awelon_Varro,Albert's Fine Clothing,224.52
734400,Mies Haber_Ruscella,Katerinas Café,13.78
734400,Lais_Cornelia,Guy's Gyros,8.23
734400,Pantanal_Rachel,Shoppers' Delight,258.43
820800,Arpa_Emile,Hallowed Grounds,16.75
820800,Bramar_Mat,Brew've Been Served,4.88
820800,Pantanal_Rachel,Hallowed Grounds,17.63
820800,Forluniau_Carla,Coffee Cameleon,9.69
820800,Lais_Cornelia,Brew've Been Served,5.91
820800,Ribera_Anda,Hallowed Grounds,9.34
820800,Lagos_Linda,Brew've Been Served,14.36
820800,Forluniau_Carla,Katerinas Café,21.22
820800,Pantanal_Rachel,Abila Zacharo,31.34
820800,Mies Haber_Ruscella,Kalami Kafenion,27.48
820800,Lagos_Linda,Guy's Gyros,38.15
820800,Lais_Cornelia,Ouzeri Elian,24.74
820800,Arpa_Emile,Guy's Gyros,16.34
820800,Ribera_Anda,Abila Zacharo,9.32
820800,Coginian_Dante,Gelatogalore,32.19
820800,Awelon_Varro,Hippokampos,19.88
820800,Coginian_Dante,Frydos Autosupply n' More,43.65
820800,Lagos_Linda,Katerinas Café,8.14
820800,Mies Haber_Ruscella,Katerinas Café,21.28
820800,Lais_Cornelia,Guy's Gyros,25.81
907200,Forluniau_Carla,Katerinas Café,45.21
907200,Ribera_Anda,Hippokampos,22.23
907200,Awelon_Varro,Kalami Kafenion,35.66
907200,Forluniau_Carla,Shoppers' Delight,238.52
907200,Arpa_Emile,General Grocer,78.02
907200,Ribera_Anda,Katerinas Café,20.71
907200,Lais_Cornelia,Guy's Gyros,36.2
907200,Bramar_Mat,Katerinas Café,25.76
907200,Coginian_Dante,Katerinas Café,52.45
907200,Arpa_Emile,Frydos Autosupply n' More,236.25
